number,account,priority,sys_created_on,state,short_description,description,sys_updated_on,assignment_group,assigned_to,product,resolved_at,sys_mod_count,u_problem,SLA_task,SLA_Business_Time_seconds,SLA_Duration_seconds,SLA_Business_Time,SLA_Duration,trend,trend_auto
CS1721353,Torbay and South Devon NHS Foundation Trust,4 - Low,21/01/2026 13:25:09,Closed,Reload letters,"Good Afternoon,

Please could you reload all the letters from 20/01/26 in Totnes Hospital as they need to be re-printed.

Thanks,
Colum",06/02/2026 14:45:27,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,23/01/2026 14:43:30,37,,CS1721353,45145.0,102745.0,"12 hrs, 32 mins","1 days, 4 hrs, 32 mins",Other,Location / department / lookup changes
CS1722603,Mid Yorkshire Teaching NHS Trust,4 - Low,23/01/2026 10:39:59,Closed,T Pro speech direct integration with T Pro dictation at cursor funtionality,We use the T Pro system to dictate clinical letters. T Pro has the ability to let you speak directly into the device and this will populate free text fields in applications. We have tested this in Symphony and it does not work. Is this something that can be enabled?,20/02/2026 12:57:28,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,06/02/2026 12:57:06,22,,CS1722603,47265.0,277665.0,"13 hrs, 7 mins","3 days, 5 hrs, 7 mins",Other,DAD / HL7 / interface messaging
CS1722909,North West Anglia NHS Foundation Trust,4 - Low,23/01/2026 15:00:35,Closed,Query if staff member accessed Symphony,Hi can you please check if staff member ruggierok accessed the Symphony record of patient DIS0804531 between 20/10/2026 and the 21/01/2026.,09/02/2026 08:11:28,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,26/01/2026 08:10:21,14,,CS1722909,5359.0,5359.0,"1 hrs, 29 mins","1 hrs, 29 mins",Other,Audit / IG / access investigation
CS1723651,Health Service Executive,4 - Low,26/01/2026 14:15:20,Closed,Patient stuck in location Major 9,"Staff unable to move patient into location majors 9 as says reached maximum....can someone check backend as must be patient stuck/not discharged right, database 1. Naas Live",11/02/2026 12:09:29,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,28/01/2026 12:07:44,16,,CS1723651,49944.0,165144.0,"13 hrs, 52 mins","1 days, 21 hrs, 52 mins",Other,DAD / HL7 / interface messaging
CS1725651,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,29/01/2026 09:02:54,Closed,Access to Symphony TRAIN database,"Hi, 

Please could my access for Symphony TRAIN be reinstated? I believe the account may have expired and I am unable to get logged in to reset our training team accounts. 

User code is robbie.morley

Thanks,
Robbie",13/02/2026 15:15:29,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,30/01/2026 15:14:19,23,,CS1725651,3034.0,3034.0,50 mins,50 mins,User Guidance & Training / Training,
CS1726286,Isle Of Wight NHS Trust,4 - Low,29/01/2026 16:29:46,Closed,ECDS,"Our Bi department has brought to our attention that we have lost some information from our ECDS reports. As below please see that the commissioner name has disappeared.

OrgCodeCommissioner	Name
R1F	_error_
VPP00	_error_
X98	_error_
D9Y	_error_
7A4	_error_
7A6	_error_
7A5	_error_
7A2	_error_
7A1	_error_
7A3	_error_
7A7	_error_
D4U	_error_
03C	_error_
D2P	_error_
W2U	_error_",23/02/2026 13:58:37,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,16/02/2026 13:48:01,26,,CS1726286,8505.0,66105.0,"2 hrs, 21 mins","18 hrs, 21 mins",Other,Performance / outage / errors
CS1727427,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,4 - Low,02/02/2026 11:27:53,Closed,Print Tag query ,"Hi, 
Can someone tell me the print tags for Created By and Created date and time for individual fields in Symphony? The ones I have don't seem to work! 
Thanks
Laura",24/02/2026 14:53:30,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,10/02/2026 14:51:29,26,,CS1727427,22961.0,80561.0,"6 hrs, 22 mins","22 hrs, 22 mins",Other,Data / SQL / configuration
CS1727484,Aneurin Bevan University Healthboard,4 - Low,02/02/2026 11:58:57,Closed,"Unable to change ""Tracking Stage"" to ""Yes"" for any DEP","On our ""2. Aneurin Bevan TEST"" database (aka EMIS_SYM_ABEVAN_Upgrade). 
(Issue not happening on the ""1. Aneurin Bevan Symphony LIVE"" db (aka EMIS_SYM_ABEVAN_LIVE)).

For any DEP.  In the general properties:

-I am unable to change the ""Tracking Stage"" from ""No"" -> ""Yes""  (Either create records or read-only).  When Yes selected, there is a brief flicker of the whole form, and it reverts immediately back to ""No"".

When I changed a DEP from Tracking Stage = Yes -> No, then save, I couldn't then reenable it for that DEP where it had previously been set.  (Example: Clinical Exception DEP)

Two other examples I am specifically trying to change to Yes, (so that I can have one of the fields as a clickable DEP Stage Column, rather than a flag column):
-NEWS2/Next Obs
-EPIC Plan


Any thoughts on what could be preventing this, or any other troubleshooting steps I can perform?

Thank you
Greg",06/02/2026 17:06:48,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,06/02/2026 16:55:48,15,,CS1727484,104683.0,277832.0,"1 days, 5 hrs, 4 mins","3 days, 5 hrs, 10 mins",Other,DAD / HL7 / interface messaging
CS1727606,Isle Of Wight NHS Trust,4 - Low,02/02/2026 13:21:12,Closed,Restart the DAD,"Hello.
Would it be possible to restart the DAD interface please. 
Thank you
Sarah",16/02/2026 14:25:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,02/02/2026 14:24:34,15,,CS1727606,3489.0,3489.0,58 mins,58 mins,Other,DAD / HL7 / interface messaging
CS1727788,South Tees Hospitals NHS Foundation Trust,4 - Low,02/02/2026 15:45:01,Closed,Update of network paths required - Awaiting email,"Hello

We need to move the network paths for the error log path, the print masks, the icons and the e-Triage INI Files path from \\stnas1\symphony$ to \\stds\servershar$\Symphony\Symphony

Is this something that can be done?
I've tried doing myself but I'm not am not able to type the address into the field and can't browse to the required location.

Can this be done on the Test environment initially to ensure it works before updating the Training and Live environments?

This is required as stnas1 needs to be decommissioned.

Thanks

Paul",30/03/2026 11:51:23,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,30/03/2026 11:42:43,86,,CS1727788,511836.0,1607574.0,"5 days, 22 hrs, 10 mins","18 days, 14 hrs, 32 mins",Notifications & Communications / Email,
CS1728435,Northampton General Hospital NHS Trust,4 - Low,03/02/2026 12:27:57,Closed,Audit on Symphony,"Request is for the patients on the attachment and we need the following information:
•	Copy of the attendance including the information below:
•	Who inputted the patient onto the system
•	Who completed registration
•	Who created episode
•	A copy of the 'note' - and who created it",03/03/2026 11:17:41,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,17/02/2026 01:24:29,18,,CS1728435,13829.0,13829.0,"3 hrs, 50 mins","3 hrs, 50 mins",Other,Audit / IG / access investigation
CS1728440,Northampton General Hospital NHS Trust,4 - Low,03/02/2026 12:31:40,Closed,Audit on Symphony,"Can we ask Optum for the following information for a confidential potential fraud investigation:
•	Who registered the patient
•	Who created the episode (UTC-25-004948-1)
•	Who inputted on that patient 
Patient: 3207130",16/02/2026 08:19:11,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,05/02/2026 16:17:51,14,,CS1728440,11587.0,11587.0,"3 hrs, 13 mins","3 hrs, 13 mins",Other,Audit / IG / access investigation
CS1729202,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,04/02/2026 11:29:14,Closed,NHS 111 Integration - Schedules within Symphony,"We attempted to complete some testing with the new schedule this morning in our ED department for our UTC. We ran into some issues but we believe we have uncovered a wider issue with the schedules.

Andrew Walford from NWAS was unable to book any patients in and received an error on screen which I have attached. 

He also had issues booking into one of our live schedules too. After further investigation, we have found that the numbers of 111 bookings has dropped dramatically. I ran a quick e-audit search on how many times the ‘View CDA’ DEP had been recorded to try and spot a trend in 111 attendances and it did highlight that the numbers have dropped since September 25. Though we are still getting a small number through, which suggests the process isn’t completely broken. With that in mind, I am not 100% sure where the issue lies. 

NWAS have given us some log files, please can you investigate and try to help us understand the issues we are having?",17/02/2026 09:15:09,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,17/02/2026 09:15:07,22,,CS1729202,343085.0,688685.0,"3 days, 23 hrs, 18 mins","7 days, 23 hrs, 18 mins",Other,Audit / IG / access investigation
CS1729334,Aneurin Bevan University Healthboard,4 - Low,04/02/2026 12:56:30,Closed,Windows Updates Compatibility,"Hi,

I have some users in our organisation requesting access to our live environment for the purpose of testing windows updates before rolling them out to the wider organisation.

Do you carry out any testing with Symphony and Windows updates as they roll out?",05/02/2026 10:16:17,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,05/02/2026 10:16:15,15,,CS1729334,5686.0,5686.0,"1 hrs, 34 mins","1 hrs, 34 mins",Other,Audit / IG / access investigation
CS1729748,Western Health and Social Care Trust,4 - Low,05/02/2026 09:33:34,Closed,Report on department numbers,"Hi, is it possible to have a snapshot of how many people were in altnagelvin ED at a specific date and time frame? Thanks",23/02/2026 12:02:17,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,19/02/2026 17:59:44,43,,CS1729748,195420.0,368220.0,"2 days, 6 hrs, 17 mins","4 days, 6 hrs, 17 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1729850,Aneurin Bevan University Healthboard,4 - Low,05/02/2026 10:15:10,Closed,Batch Printing Issue,"Hi,

I have received the following information in a ticket from one of our end users last night:

When you attempt to print off the GP letters, Symphony crashes. There are normally about 300 letters to be printed off every night. About 20 letters print off, and then it stops printing. Then symphony crashes and for a while nothing happens. Then over the next few hours it prints about 3 letters at a time with a good 5 minute pause in between printing the next 3. which takes a very long time since there are 300 letters.

Can this be investigated please.",24/02/2026 09:19:07,Acute Care Symphony Support Level 2,Sheree Chadwick,Symphony,24/02/2026 09:19:04,42,,CS1729850,212216.0,962202.0,"2 days, 10 hrs, 56 mins","11 days, 3 hrs, 16 mins",Other,Printing / documents / output
CS1729891,Isle Of Wight NHS Trust,4 - Low,05/02/2026 10:40:28,Closed,DAD Reset,"Hello, please could you restart the DAD.
Thank you
Sarah",05/02/2026 11:21:54,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,05/02/2026 11:04:56,8,,CS1729891,1468.0,1468.0,24 mins,24 mins,Other,DAD / HL7 / interface messaging
CS1730111,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,4 - Low,05/02/2026 13:03:13,Closed,Audit Request - Account Changes ,"Hi, Are you able to tell me when user wendy.smith1 was added into the Generic View Only permission groups and by who please? And if this was changed from another group?
Thanks, Laura",25/02/2026 10:13:30,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,11/02/2026 10:12:11,14,,CS1730111,96033.0,441633.0,"1 days, 2 hrs, 40 mins","5 days, 2 hrs, 40 mins",Other,Audit / IG / access investigation
CS1731703,North West Anglia NHS Foundation Trust,4 - Low,09/02/2026 11:51:16,Closed,Audit 26-02,Please can an audit be completed using the parameters in the attached word document,12/02/2026 11:48:25,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,09/02/2026 13:53:34,15,,CS1731703,3977.0,3977.0,"1 hrs, 6 mins","1 hrs, 6 mins",Other,Audit / IG / access investigation
CS1732126,Health Service Executive,4 - Low,09/02/2026 15:12:27,Closed,mask,"I am wondering can someone advise please. I have created a new mask saved in test folder and have it on test database working but want to change the logo to the Naas hospital logo. In existing mask it has the file path z:\masks\connolly\connolly logo.bmp. I have the Naas hospital logo and want to replace it with NGH logo i have it named logo  - NGHlogo.bmp. I don't know where the filepath is to put in the new NGH logo so it can pick it up z:\masks\connolly\. I probably don't have permissions to this filepath. 

This is what i have permissions to \\symphonyfpr.healthirl.net\symphonynaas$\system\print_masks

z:\masks\connolly\NGHlogo.bmp",04/03/2026 23:17:20,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,18/02/2026 15:08:15,17,,CS1732126,21896.0,79496.0,"6 hrs, 4 mins","22 hrs, 4 mins",Other,Audit / IG / access investigation
CS1732984,Children's Health Ireland,4 - Low,10/02/2026 14:35:46,Closed,Looking for ED clinic Outcome - how it is stored,"We are looking to pull ED clinic outcomes for a report, we need to know how they are recorded on the system on the back end. see images attached for reference.",03/03/2026 23:18:11,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,17/02/2026 12:56:49,21,,CS1732984,11596.0,11596.0,"3 hrs, 13 mins","3 hrs, 13 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1733525,University Hospital Southampton NHS Foundation Trust,4 - Low,11/02/2026 10:56:01,Closed,outbound message stuck ,the following message are stuck,25/02/2026 16:41:29,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,11/02/2026 16:39:59,12,,CS1733525,4450.0,4450.0,"1 hrs, 14 mins","1 hrs, 14 mins",Other,DAD / HL7 / interface messaging
CS1733528,Children's Health Ireland,4 - Low,11/02/2026 10:58:53,Closed,GP's not coming across from PAS system,This was a previous issue pre upgrade. it s starting to happen again frequently. can this be looked at again as it is causing issues for GP letters being sent to patients,12/03/2026 15:47:31,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,26/02/2026 15:46:46,25,,CS1733528,54199.0,169399.0,"15 hrs, 3 mins","1 days, 23 hrs, 3 mins",Other,DAD / HL7 / interface messaging
CS1734488,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,4 - Low,12/02/2026 13:29:52,Closed,Duty Clinician query ,"Hi, 
Does a User only show in the Duty Clinician list for the site they have set as their Home department? even though they have the Duty Clinician option set to YES on their account. 
For example, we have Lakshmi Ilavala his home location is Doncaster, but he works cross site so needs to be able to be Duty Clinician for both Doncaster & Bassetlaw but only shows on the Doncaster list in the Duty Clinician set up. 
Thanks, Laura",04/03/2026 11:17:11,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,18/02/2026 09:21:25,13,,CS1734488,100293.0,503493.0,"1 days, 3 hrs, 51 mins","5 days, 19 hrs, 51 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1735262,Western Health and Social Care Trust,4 - Low,13/02/2026 14:34:59,Closed,Attach Scanner,"Hi, how can i attach a scanner to symphony for scanning/uploading midas notes please? We have recenty moved office and have a new scanner which needs to be able to scan into symphony. Thanks",13/02/2026 15:08:49,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,13/02/2026 15:04:45,15,,CS1735262,1786.0,1786.0,29 mins,29 mins,Other,DAD / HL7 / interface messaging
CS1736265,Northern Lincolnshire And Goole NHS Foundation Trust,4 - Low,16/02/2026 11:18:27,Closed,enotes flagged column query,"Good morning, 
Can you please confirm if it is possible to have enotes as a flagged column and show the user on the tracking screen who has most recently completed RAT enotes.

I have had a look on Test and cannot see how this could be done.

This request has come from something to do with the CQC so if you could respond ASAP I would really appreciate it.

Thanks",23/02/2026 13:22:25,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,18/02/2026 14:18:06,16,,CS1736265,97179.0,183579.0,"1 days, 2 hrs, 59 mins","2 days, 2 hrs, 59 mins",Other,Data / SQL / configuration
CS1736983,Tallaght University Hospital,4 - Low,17/02/2026 10:21:13,Closed,Next Of Kin,"Hi All,

We've noticed an issue with next of kin on symphony.
If a NOK in our PAS has a double barrel forename or multiple entries into the forename field it will only include the first part of the name.

An example is MRN 936219.

On PAS the name is ""Anne and Simon"" on symphony this only appears as ""Anne"".

Cheers,
Dean",01/04/2026 11:57:26,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,18/03/2026 11:57:19,28,,CS1736983,387943.0,1712743.0,"4 days, 11 hrs, 45 mins","19 days, 19 hrs, 45 mins",Other,
CS1738714,Northern Health and Social Care Trust,4 - Low,19/02/2026 14:17:37,Closed,DAD Messages Status,"Hello,

Could you please check if there have been any messages flowing through the DAD queue for the northern trust within the last 4 weeks. We're hoping there aren't any or very rare occurrences.

If there are can an audit be created of the messages that have gone through.

Many Thanks,
Daniel Earley",26/02/2026 11:03:14,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,26/02/2026 10:03:50,15,,CS1738714,94155.0,353355.0,"1 days, 2 hrs, 9 mins","4 days, 2 hrs, 9 mins",Other,Audit / IG / access investigation
CS1740025,Aneurin Bevan University Healthboard,4 - Low,23/02/2026 11:19:39,Closed,Patient Merge Potential Missing Data,"Hi,

I received a request for a patient merge where a patient was brough in by ambulance and booked in under their maiden name instead of their married name.

A merge was performed on our WPAS system with the intention of performing a merge on symphony afterwards to ensure all attendance data in Symphony sits under one godsnumber. When I typed in the minor godsnumber it just redirects me to the major godsnumber. Doing some investigating in SQLSMS I think I have found an attendance for the major patient on 21/10/2005, I'm trying to find out what has happened here so that I can document the process to ensure that the Symphony merge is done at the correct time going forward to ensure this doesn't happen again.

Major Patient: 9018394
Minor Patient: 279137",27/02/2026 23:19:19,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,27/02/2026 11:28:14,18,,CS1740025,9522.0,9522.0,"2 hrs, 38 mins","2 hrs, 38 mins",Other,DAD / HL7 / interface messaging
CS1741245,Leeds Teaching Hospitals NHS Trust,4 - Low,25/02/2026 07:58:50,Closed,ECDS data and submission,"NHS E have highlighted that we are an outlier within the region for the patients discharged to SDEC / short stay wards / virtual wards from our ECDS submission.

The specification that they are using is a discharge location in ECDS of: Emergency department discharge to emergency department short stay ward / Emergency department discharge to same day emergency care service / Discharge to hospital at home service

SNOMED codes are 
1066331000000109
1066341000000100
1066351000000102

I assume we are mapping our local discharge location codes to the national SNOMED discharge location codes. If so can you please clarify which local codes map to the 3 SNOMED codes listed above?

Or if the mapping is more complicated, can you please clarify the process on how we are populating the discharge location field in ECDS",17/03/2026 14:49:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,03/03/2026 14:49:21,16,,CS1741245,30436.0,30506.0,"8 hrs, 27 mins","8 hrs, 28 mins",Other,DAD / HL7 / interface messaging
CS1741360,Betsi Cadwaladr University Healthboard,4 - Low,25/02/2026 09:45:43,Closed,waiting for clinician timer not changing from red to black  (new ruccurrence),"old case CS0622426 incidence is recurring when, despite 'clinician' dep used - the waiting for clinician timer on tracking grid is not turning black from red...  attendance number YGED-26-007221-1",06/03/2026 14:09:33,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,06/03/2026 13:48:46,57,,CS1741360,110277.0,398277.0,"1 days, 6 hrs, 37 mins","4 days, 14 hrs, 37 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1742484,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,4 - Low,26/02/2026 12:44:23,Closed,Audit Request - access to patient record,"Hi, can I please have an audit of anyone who has accessed the patient record for D2265694 since 04/11/2025? Many Thanks, Laura",09/03/2026 10:42:26,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,27/02/2026 09:16:01,17,,CS1742484,7906.0,7906.0,"2 hrs, 11 mins","2 hrs, 11 mins",Other,Audit / IG / access investigation
CS1742729,Isle Of Wight NHS Trust,4 - Low,26/02/2026 16:09:37,Closed,Patient audit,"Hi. Please could you run an audit on patient IW453248. I need to see whether user burgessm located this patient from the period of 01/01/25 - 31/01/25. 
I can see her admissions but I can't work out how to pull this audit.
Thanks
Sarah",02/03/2026 13:40:48,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,27/02/2026 10:25:50,17,,CS1742729,6372.0,63972.0,"1 hrs, 46 mins","17 hrs, 46 mins",Other,Audit / IG / access investigation
CS1742839,Leeds Teaching Hospitals NHS Trust,4 - Low,27/02/2026 08:18:18,Closed,BRM Grey Team,"Hi Julie, 

Could you please ask for the grey patients to be removed from symphony again.
There is another yellow clinic live from clinic TCI  stuck on as well if you could try remove that one too please.

Hope your keeping alright,

Thanks a lot

Anji",16/03/2026 16:41:29,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,02/03/2026 16:41:07,19,,CS1742839,38991.0,38991.0,"10 hrs, 49 mins","10 hrs, 49 mins",Other,DAD / HL7 / interface messaging
CS1743120,Mid Yorkshire Teaching NHS Trust,4 - Low,27/02/2026 11:56:19,Closed,Removing Alerts from indicator tab,"We are trying to update safeguarding alert for over 18s by removing the #A, #B, #C and CP- from patient indicators, but when making these changes we are unable to save changes.

I have included a screenshot of an alert removed and the OK button is greyed out, could you advise how this can be rectified please?",01/04/2026 12:03:04,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,20/03/2026 11:31:29,18,,CS1743120,258080.0,1122080.0,"2 days, 23 hrs, 41 mins","12 days, 23 hrs, 41 mins",Notifications & Communications / Alerts,
CS1743285,Betsi Cadwaladr University Healthboard,4 - Low,27/02/2026 14:17:11,Closed,launching thick client in Wrexham ED  on MUD desktop,"error message attempting to launch TC on desktop T020336 (clerks machine) in WMED...

not seen this before error occurs immediately after sign in . (user has been using APPV, but recent Midas Scanning issues  on this machine wanted to verify if TC better) , screenshot to follow.",11/03/2026 13:45:32,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,11/03/2026 13:41:44,48,,CS1743285,149707.0,840907.0,"1 days, 17 hrs, 35 mins","9 days, 17 hrs, 35 mins",Other,DAD / HL7 / interface messaging
CS1743884,Northern Lincolnshire And Goole NHS Foundation Trust,4 - Low,02/03/2026 11:45:46,Closed,Issues with Test DEP config,"I logged onto Test DEP config this morning with no issues.

Set up a new DEP called RAT completion and added a Staff field. I set Tracking Stage to Yes - Create Records and then set the RAT Clinician field as a flagged  column.

However, when I tested it showed the time and not the name of the clinician. I double checked the config and all looked right so tried rebooting Symphony Test, added a new patient but still didn't work.

I then decided to close down DEP config and reopen it but when it reopened I got an error message (see attachment).

I clicked OK to the error message. DEP config opened but all the DEPs were not collapsed (see screenshot on attachment). I scrolled down to the new DEP I had added to check the settings again but I can only see the screen that I renamed RAT Clinician and no fields (see screenshot on attachment). 

I have tried rebooting the PC completely but the same happened.

I have been asked to work this up on test as a priority so if you could help I would really appreciate it.",04/03/2026 09:44:23,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,03/03/2026 17:21:21,35,,CS1743884,53164.0,96364.0,"14 hrs, 46 mins","1 days, 2 hrs, 46 mins",Other,DAD / HL7 / interface messaging
CS1744007,Isle Of Wight NHS Trust,4 - Low,02/03/2026 13:04:10,Closed,Slowness loading midas images,"Hello.
We are having issues loading midas images! Slowness. This is with users working from home and also in the office.
Are there any issues?",23/03/2026 16:49:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,09/03/2026 16:48:52,14,,CS1744007,35306.0,92906.0,"9 hrs, 48 mins","1 days, 1 hrs, 48 mins",Other,DAD / HL7 / interface messaging
CS1744142,Aneurin Bevan University Healthboard,4 - Low,02/03/2026 14:51:22,Closed,Error when opening Symphony,When I try to log on to DEPC on my laptop I got the following error message attached. It started quite a while ago but I think it first started around about when I upgraded to Windows 11,21/04/2026 08:39:02,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,21/04/2026 08:39:00,61,,CS1744142,374130.0,1468538.0,"4 days, 7 hrs, 55 mins","16 days, 23 hrs, 55 mins",Other,DAD / HL7 / interface messaging
CS1744160,Aneurin Bevan University Healthboard,4 - Low,02/03/2026 15:05:48,Closed,Symphony Application Issue,I'm having trouble opening DEPC on my laptop so I have access to a remote server internally and I've tried to open both Symphony and DEPC  on there and get the attached error message,02/03/2026 23:16:46,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,02/03/2026 16:16:19,15,,CS1744160,2339.0,2339.0,38 mins,38 mins,Other,Audit / IG / access investigation
CS1744351,Bedford Hospital NHS Trust,4 - Low,03/03/2026 08:37:14,Closed,Bedford Symphony Test Interop to ICE,"Good morning,

When I am trying to interop in to ICE to place a request it comes up with an error message which i have attached on a word doc. We have restarted the DAD but can't seem to figure out what is going on.

This is quite urgent as I am doing investigative testing for when we upgrade Bedford i.PM to v8

Many thanks
Jo",24/04/2026 02:21:27,Acute Care Symphony Support Level 2,Sheree Chadwick,Symphony,10/04/2026 02:19:28,96,,CS1744351,318902.0,1188194.0,"3 days, 16 hrs, 35 mins","13 days, 18 hrs, 3 mins",Other,DAD / HL7 / interface messaging
CS1744873,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,03/03/2026 14:02:04,Closed,ODS/GP Update,"Could you please update the master GP file on DEV, TEST and TRAIN?",22/04/2026 17:07:29,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,08/04/2026 17:07:00,49,,CS1744873,839640.0,1700040.0,"9 days, 17 hrs, 14 mins","19 days, 16 hrs, 14 mins",Other,
CS1744893,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,03/03/2026 14:19:57,Closed,Message Definition Issue,"We have a DAD interface configured within our Symphony system that launches a link to a regional Cerner HIE shared record called GNCR.

We have been informed by the system provider that we user names from the launching system (Symphony) are not appearing as expected within the NHS E audits and this is breaching pre-existing system agreements.

Our suspicion, based on the user name information provided via the audit is that currently the Staff User ID is being passed to GNCR when it should be passing through the user forename. So user info is appearing in the audit as McGrath, 2363 or Lorimer, 2762 rather than surname, forename.

Can you please review and correct the current DAD configuration for the GNCR HIE Viewer within our Live Symphony system so that the mapping is passing through user forename and not user id.

Thanks.",23/03/2026 08:55:10,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,19/03/2026 13:40:20,55,,CS1744893,170908.0,343708.0,"1 days, 23 hrs, 28 mins","3 days, 23 hrs, 28 mins",Other,Audit / IG / access investigation
CS1745450,Torbay and South Devon NHS Foundation Trust,4 - Low,04/03/2026 11:47:08,Closed,No Hospital Number stat ,"Hi all,

Last year, we were kindly sent a stat of patients registered in Symphony without a Hospital Number. 

We have now worked through this data and was hoping we could get an updated list for 2025 to present please so we can do these also?

Many thanks
Charlie",25/03/2026 10:09:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,11/03/2026 10:07:50,33,,CS1745450,17031.0,17031.0,"4 hrs, 43 mins","4 hrs, 43 mins",Other,DAD / HL7 / interface messaging
CS1745640,North West Anglia NHS Foundation Trust,4 - Low,04/03/2026 14:32:20,Closed,DB0129 Document,Apologies as not sure the category is correct. Can you please provide a DB0129 document to pass on to the trusts clinical safety project.,20/03/2026 13:55:28,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,06/03/2026 13:54:25,14,,CS1745640,55325.0,170525.0,"15 hrs, 22 mins","1 days, 23 hrs, 22 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1746008,Northern Lincolnshire And Goole NHS Foundation Trust,4 - Low,05/03/2026 09:24:22,Closed,Importing lookups,"Good morning,
Can you please tell me if we wanted to import a list of Drugs/Allergies into Symphony what file format would they need to be in and would this be something Optum could do for us?

Thanks",02/04/2026 13:13:30,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,19/03/2026 13:12:22,20,,CS1746008,14395.0,14395.0,"3 hrs, 59 mins","3 hrs, 59 mins",Other,Location / department / lookup changes
CS1746541,Mid Yorkshire Teaching NHS Trust,4 - Low,05/03/2026 15:35:04,Closed,Remove DOD from Symphony,"Hi, 

LJM 7450755

We have been informed the above patient was deceased in error, are you able to remove the DOD from this patient please?


Thank you",06/03/2026 12:12:48,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,06/03/2026 12:08:43,7,,CS1746541,16419.0,74019.0,"4 hrs, 33 mins","20 hrs, 33 mins",Other,DAD / HL7 / interface messaging
CS1746814,Health Service Executive,4 - Low,06/03/2026 10:23:04,Closed,batch printing,staff member prints out batch printing under date range 5 march  7.30am to 6 mar 7.30am.  THe batch thats prints out contains pages for the day before,07/04/2026 00:31:28,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,24/03/2026 00:29:29,23,,CS1746814,53957.0,341957.0,"14 hrs, 59 mins","3 days, 22 hrs, 59 mins",Other,Printing / documents / output
